OrderDate,Name,OrderStatus,MachineTimestamp,MachineStatus,DeviceName,MachineType
2023-01-25T08:00:00.701Z,Order No.1,Succeded,2023-01-25T10:36:35.701Z,Finished,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T10:50:07.701Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T10:50:31.701Z,Cutting 1,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:00:50.701Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:02:19.701Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:02:25.701Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:07:45.701Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:09:03.701Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:09:27.701Z,Trimming 1,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:17:33.701Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:19:57.701Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:20:21.701Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:33:59.701Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:33:59.701Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:34:13.701Z,Cutting 2,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:46:29.701Z,Finished,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:47:45.701Z,Started,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:47:45.701Z,Moving,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:56:24.701Z,Finished,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:58:40.701Z,Started,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T11:58:58.701Z,Trimming 2,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:10:07.701Z,Finished,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:13:08.701Z,Started,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:13:23.701Z,Moving,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:23:46.701Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:23:46.701Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:24:13.701Z,Cutting 2,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:32:30.701Z,Finished,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:33:55.701Z,Started,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:33:55.701Z,Moving,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:42:10.701Z,Finished,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:43:37.701Z,Started,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:44:02.701Z,Trimming 3,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:51:13.701Z,Finished,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:55:29.701Z,Started,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T12:55:35.701Z,Moving,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T10:43:40.701Z,Order No.2,Succeded,2023-01-25T13:04:48.701Z,Finished,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:17:12.701Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:17:23.701Z,Cutting 1,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:28:26.701Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:29:51.701Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:30:09.701Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:36:21.701Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:37:42.701Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:38:11.701Z,Trimming 1,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:47:39.701Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:48:44.701Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:48:56.701Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:57:19.701Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:57:19.701Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T13:57:46.701Z,Cutting 2,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:08:08.701Z,Finished,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:10:13.701Z,Started,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:10:13.701Z,Moving,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:15:59.701Z,Finished,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:19:08.701Z,Started,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:19:32.701Z,Trimming 2,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:31:34.701Z,Finished,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:36:00.701Z,Started,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:36:06.701Z,Moving,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:43:31.701Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:43:31.701Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:43:58.701Z,Cutting 2,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:56:23.701Z,Finished,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:57:26.701Z,Started,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T14:57:26.701Z,Moving,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:06:41.701Z,Finished,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:10:58.701Z,Started,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:11:03.701Z,Trimming 3,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:18:13.701Z,Finished,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:19:17.701Z,Started,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:19:41.701Z,Moving,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T13:12:11.701Z,Order No.3,Succeded,2023-01-25T15:27:59.701Z,Finished,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:35:19.701Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:35:45.701Z,Cutting 1,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:49:13.701Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:51:21.701Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:51:27.701Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:57:30.701Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:58:53.701Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T15:59:00.701Z,Trimming 1,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:07:14.701Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:08:33.701Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:08:53.701Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:18:20.701Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:18:20.701Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:18:26.701Z,Cutting 2,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:32:34.701Z,Finished,urn:ngsi-ld:Axis:003,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:35:44.701Z,Started,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:35:44.701Z,Moving,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:44:15.701Z,Finished,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:46:32.701Z,Started,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T16:46:49.701Z,Trimming 2,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:01:13.701Z,Finished,urn:ngsi-ld:Axis:004,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:04:38.701Z,Started,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:04:44.701Z,Moving,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:14:29.701Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:14:29.701Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:14:57.701Z,Cutting 2,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:28:11.701Z,Finished,urn:ngsi-ld:Axis:005,3 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:29:40.701Z,Started,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:29:40.701Z,Moving,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:38:15.701Z,Finished,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:39:20.701Z,Started,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:39:30.701Z,Trimming 3,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:46:48.701Z,Finished,urn:ngsi-ld:Axis:006,5 Axis
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:49:58.701Z,Started,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:50:24.701Z,Moving,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-25T15:30:08.701Z,Order No.4,Succeded,2023-01-25T17:57:32.701Z,Finished,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:13:24.704Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:13:35.704Z,Cutting 1,urn:ngsi-ld:Axis:001,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:20:47.704Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:24:58.704Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:25:17.704Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:32:36.704Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:35:03.704Z,Started,urn:ngsi-ld:Axis:002,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:35:29.704Z,Trimming 1,urn:ngsi-ld:Axis:002,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:43:45.704Z,Finished,urn:ngsi-ld:Axis:002,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:45:06.704Z,Started,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:45:16.704Z,Moving,urn:ngsiv2:ROS2System:Turtle002,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:55:44.704Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:55:44.704Z,Started,urn:ngsi-ld:Axis:003,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T08:55:58.704Z,Cutting 2,urn:ngsi-ld:Axis:003,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:07:10.704Z,Finished,urn:ngsi-ld:Axis:003,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:08:17.704Z,Started,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:08:17.704Z,Moving,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:16:12.704Z,Finished,urn:ngsiv2:ROS2System:Turtle003,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:20:27.704Z,Started,urn:ngsi-ld:Axis:004,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:20:44.704Z,Trimming 2,urn:ngsi-ld:Axis:004,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:33:13.704Z,Finished,urn:ngsi-ld:Axis:004,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:37:42.704Z,Started,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:38:08.704Z,Moving,urn:ngsiv2:ROS2System:Turtle004,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:49:44.704Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:49:44.704Z,Started,urn:ngsi-ld:Axis:005,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T09:50:05.704Z,Cutting 2,urn:ngsi-ld:Axis:005,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:01:27.704Z,Finished,urn:ngsi-ld:Axis:005,3 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:04:50.704Z,Started,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:04:50.704Z,Moving,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:11:12.704Z,Finished,urn:ngsiv2:ROS2System:Turtle005,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:14:35.704Z,Started,urn:ngsi-ld:Axis:006,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:14:40.704Z,Trimming 3,urn:ngsi-ld:Axis:006,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:24:49.704Z,Finished,urn:ngsi-ld:Axis:006,5 Axis
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:27:55.704Z,Started,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:28:18.704Z,Moving,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-26T08:05:08.704Z,Order No.5,Succeded,2023-01-26T10:36:25.704Z,Finished,urn:ngsiv2:ROS2System:Turtle006,ROS2System
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T10:49:55.704Z,Started,urn:ngsi-ld:Axis:001,3 Axis
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T10:50:22.704Z,Cutting 1,urn:ngsi-ld:Axis:001,3 Axis
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T11:03:35.704Z,Finished,urn:ngsi-ld:Axis:001,3 Axis
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T11:04:43.704Z,Started,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T11:05:03.704Z,Moving,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T11:10:28.704Z,Finished,urn:ngsiv2:ROS2System:Turtle001,ROS2System
2023-01-26T10:47:36.704Z,Order No.6,Succeded,2023-01-26T11:12:47.704Z,Started,urn:ngsi-ld:Axis:002,5 Axis
